要確認,日付,借方勘定科目,税区分,金額,うち消費税,貸方勘定科目,摘要,元画像,備考
,2026/09/18,旅費交通費,課対仕入10%,9300,845,未払金,東海旅客鉄道（スマートEX）豊橋→品川 こだま818号,/root/.claude/uploads/d594ee40-306e-5a2c-817c-8860e9796be4/0281a5e0-____EX_20260919.pdf,0281a5e0-____EX_20260919.pdf / T3180001031569
